"","Indicator_Id","dataset","iso3","subset","year","group","question","answer","value","Indicator"
"167","1-CPIA-Total","CPIA","KHM","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"168","1-CPIA-Total","CPIA","NIC","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"169","1-CPIA-Total","CPIA","NRS","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.68421052631579,"building human resources-CPIA-Total"
"170","1-CPIA-Total","CPIA","NIC","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"171","1-CPIA-Total","CPIA","GEO","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4.5,"building human resources-CPIA-Total"
"172","1-CPIA-Total","CPIA","NLS","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.42857142857143,"building human resources-CPIA-Total"
"173","1-CPIA-Total","CPIA","KEN","All",2009,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"174","1-CPIA-Total","CPIA","VUT","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"175","1-CPIA-Total","CPIA","RWA","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4.5,"building human resources-CPIA-Total"
"176","1-CPIA-Total","CPIA","DJI","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"177","1-CPIA-Total","CPIA","SEN","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"178","1-CPIA-Total","CPIA","BIH","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"179","1-CPIA-Total","CPIA","NXS","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.94230769230769,"building human resources-CPIA-Total"
"180","1-CPIA-Total","CPIA","MOZ","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"181","1-CPIA-Total","CPIA","RSN","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.42307692307692,"building human resources-CPIA-Total"
"182","1-CPIA-Total","CPIA","MDG","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"183","1-CPIA-Total","CPIA","GNB","All",2006,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"184","1-CPIA-Total","CPIA","DSF","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.11764705882353,"building human resources-CPIA-Total"
"185","1-CPIA-Total","CPIA","HTI","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"186","1-CPIA-Total","CPIA","TZA","All",2015,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"187","1-CPIA-Total","CPIA","TLS","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"188","1-CPIA-Total","CPIA","CMR","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"189","1-CPIA-Total","CPIA","NER","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"190","1-CPIA-Total","CPIA","NLS","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.71428571428571,"building human resources-CPIA-Total"
"191","1-CPIA-Total","CPIA","NER","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"192","1-CPIA-Total","CPIA","GHA","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4.5,"building human resources-CPIA-Total"
"193","1-CPIA-Total","CPIA","RRS","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.16666666666667,"building human resources-CPIA-Total"
"194","1-CPIA-Total","CPIA","KIR","All",2009,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"195","1-CPIA-Total","CPIA","VNM","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"196","1-CPIA-Total","CPIA","WSM","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"197","1-CPIA-Total","CPIA","DMA","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"198","1-CPIA-Total","CPIA","SLE","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"199","1-CPIA-Total","CPIA","BFA","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"200","1-CPIA-Total","CPIA","IDA","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.58904109589041,"building human resources-CPIA-Total"
"201","1-CPIA-Total","CPIA","NPL","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4.5,"building human resources-CPIA-Total"
"202","1-CPIA-Total","CPIA","RSO","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.92857142857143,"building human resources-CPIA-Total"
"203","1-CPIA-Total","CPIA","MWI","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"204","1-CPIA-Total","CPIA","GUY","All",2006,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"205","1-CPIA-Total","CPIA","DNS","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.80952380952381,"building human resources-CPIA-Total"
"206","1-CPIA-Total","CPIA","HND","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"207","1-CPIA-Total","CPIA","TLS","All",2015,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"208","1-CPIA-Total","CPIA","TGO","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"209","1-CPIA-Total","CPIA","CAF","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2,"building human resources-CPIA-Total"
"210","1-CPIA-Total","CPIA","NGA","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"211","1-CPIA-Total","CPIA","RRS","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.42105263157895,"building human resources-CPIA-Total"
"212","1-CPIA-Total","CPIA","NGA","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"213","1-CPIA-Total","CPIA","GRD","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4.5,"building human resources-CPIA-Total"
"214","1-CPIA-Total","CPIA","RSN","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.33333333333333,"building human resources-CPIA-Total"
"215","1-CPIA-Total","CPIA","XKX","All",2009,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"216","1-CPIA-Total","CPIA","YEM","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"217","1-CPIA-Total","CPIA","STP","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"218","1-CPIA-Total","CPIA","ERI","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"219","1-CPIA-Total","CPIA","SLB","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"220","1-CPIA-Total","CPIA","BDI","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"221","1-CPIA-Total","CPIA","DXS","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.68421052631579,"building human resources-CPIA-Total"
"222","1-CPIA-Total","CPIA","NIC","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"223","1-CPIA-Total","CPIA","DSS","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.47368421052632,"building human resources-CPIA-Total"
"224","1-CPIA-Total","CPIA","MDV","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"225","1-CPIA-Total","CPIA","HTI","All",2006,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"226","1-CPIA-Total","CPIA","DNF","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.87209302325581,"building human resources-CPIA-Total"
"227","1-CPIA-Total","CPIA","KEN","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"228","1-CPIA-Total","CPIA","TGO","All",2015,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"229","1-CPIA-Total","CPIA","TON","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"230","1-CPIA-Total","CPIA","TCD","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"231","1-CPIA-Total","CPIA","PAK","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"232","1-CPIA-Total","CPIA","RSN","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.57692307692308,"building human resources-CPIA-Total"
"233","1-CPIA-Total","CPIA","PAK","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"234","1-CPIA-Total","CPIA","GIN","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"235","1-CPIA-Total","CPIA","RSO","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.83333333333333,"building human resources-CPIA-Total"
"236","1-CPIA-Total","CPIA","KGZ","All",2009,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"237","1-CPIA-Total","CPIA","ZMB","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"238","1-CPIA-Total","CPIA","SEN","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"239","1-CPIA-Total","CPIA","ETH","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"240","1-CPIA-Total","CPIA","LKA","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4.5,"building human resources-CPIA-Total"
"241","1-CPIA-Total","CPIA","CPV","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4.5,"building human resources-CPIA-Total"
"242","1-CPIA-Total","CPIA","NRS","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.71052631578947,"building human resources-CPIA-Total"
"243","1-CPIA-Total","CPIA","NER","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"244","1-CPIA-Total","CPIA","AFG","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"245","1-CPIA-Total","CPIA","MLI","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"246","1-CPIA-Total","CPIA","HND","All",2006,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"247","1-CPIA-Total","CPIA","NXS","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.96153846153846,"building human resources-CPIA-Total"
"248","1-CPIA-Total","CPIA","KIR","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"249","1-CPIA-Total","CPIA","TON","All",2015,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"250","1-CPIA-Total","CPIA","UGA","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"251","1-CPIA-Total","CPIA","COM","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"252","1-CPIA-Total","CPIA","PNG","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"253","1-CPIA-Total","CPIA","RSO","All",2016,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.08333333333333,"building human resources-CPIA-Total"
"254","1-CPIA-Total","CPIA","PNG","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"255","1-CPIA-Total","CPIA","GNB","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",2.5,"building human resources-CPIA-Total"
"256","1-CPIA-Total","CPIA","DSS","All",2008,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.27777777777778,"building human resources-CPIA-Total"
"257","1-CPIA-Total","CPIA","LAO","All",2009,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"258","1-CPIA-Total","CPIA","ZWE","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",1.5,"building human resources-CPIA-Total"
"259","1-CPIA-Total","CPIA","SLE","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"260","1-CPIA-Total","CPIA","GMB","All",2010,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"261","1-CPIA-Total","CPIA","LCA","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"262","1-CPIA-Total","CPIA","KHM","All",2011,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"263","1-CPIA-Total","CPIA","NLS","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.78571428571429,"building human resources-CPIA-Total"
"264","1-CPIA-Total","CPIA","NGA","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"265","1-CPIA-Total","CPIA","AGO","All",2012,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"266","1-CPIA-Total","CPIA","MHL","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"267","1-CPIA-Total","CPIA","IND","All",2006,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
"268","1-CPIA-Total","CPIA","IDA","All",2013,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.56849315068493,"building human resources-CPIA-Total"
"269","1-CPIA-Total","CPIA","XKX","All",2014,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3.5,"building human resources-CPIA-Total"
"270","1-CPIA-Total","CPIA","TUV","All",2015,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",3,"building human resources-CPIA-Total"
"271","1-CPIA-Total","CPIA","UZB","All",2007,"IQ.CPA.HRES.XQ","CPIA building human resources rating 1low to 6high","Total",4,"building human resources-CPIA-Total"
