"","Indicator","Indicator_Id","Indicator_Name","answer","Display_Name","Dataset","Value_Type_Slug","Value_Type_Descriptor","Units","Rank_1","Category_11","Category_12","Category_13","Category_14","Category_15","Rank_2","Category_21","Category_22","Category_23","Category_24","Category_25","Rank_3","Category_31","Category_32","Category_33","Category_34","Indicator.Code","Indicator.ID","overlap","Indicator_Code","Description"
"94","balance of the accounts of stateowned and partly stateowned firms-IPD-b4030","137-IPD-b4030","B4030","B4030","Balance of the accounts of Stateowned and partly Stateowned firms","IPD","B4030","B4030","Index",4.213,"Public Sector Management","State owned enterprises","Other","Balance of the accounts of Stateowned and partly Stateowned firms","",NA,"","","","","",NA,"","","","","IPD77","31573","","",""
"95","balance of the accounts of stateowned and partly stateowned firms-IPD-b4030","460-IPD-b4030","b4030","b4030","Balance of the accounts of Stateowned and partly Stateowned firms","IPD","B4030","B4030","Index",4.213,"Public Sector Management","State owned enterprises","Other","Balance of the accounts of Stateowned and partly Stateowned firms","",NA,"","","","","",NA,"","","","","IPD77","31573","","",""
"96","bank shareholders private and public-IPD-b7050","978-IPD-b7050","B7050","B7050","Bank shareholders (private and public)","IPD","B7050","B7050","Index",4.393,"Public Sector Management","Financial System","Other","Bank shareholders (private and public)","",NA,"","","","","",NA,"","","","","IPD78","31585","","",""
"97","banking and financial supervision-IPD-c703","838-IPD-c703","C703","C703","Banking and financial supervision","IPD","C703","C703","Index",4.835,"Public Sector Management","Financial System","Other","Banking and financial supervision","",NA,"","","","","",NA,"","","","","IPD79","31596","","",""
"98","banking prudential rules asset coverage-IPD-c7020","394-IPD-c7020","c7020","c7020","Banking prudential rules: asset coverage","IPD","C7020","C7020","Index",5.038,"Public Sector Management","Financial System","Other","Banking prudential rules: asset coverage","",NA,"","","","","",NA,"","","","","IPD80","31606","","",""
"99","banking prudential rules asset coverage-IPD-c7020","72-IPD-c7020","C7020","C7020","Banking prudential rules: asset coverage","IPD","C7020","C7020","Index",5.038,"Public Sector Management","Financial System","Other","Banking prudential rules: asset coverage","",NA,"","","","","",NA,"","","","","IPD80","31606","","",""
"100","banking prudential rules concentration of loans-IPD-c7022","392-IPD-c7022","c7022","c7022","Banking prudential rules: concentration of loans","IPD","C7022","C7022","Index",4.208,"Public Sector Management","Financial System","Other","Banking prudential rules: concentration of loans","",NA,"","","","","",NA,"","","","","IPD81","31617","","",""
"101","banking prudential rules concentration of loans-IPD-c7022","70-IPD-c7022","C7022","C7022","Banking prudential rules: concentration of loans","IPD","C7022","C7022","Index",4.208,"Public Sector Management","Financial System","Other","Banking prudential rules: concentration of loans","",NA,"","","","","",NA,"","","","","IPD81","31617","","",""
"102","banking prudential rules external exposure-IPD-c7023","69-IPD-c7023","C7023","C7023","Banking prudential rules: external exposure","IPD","C7023","C7023","Index",4.729,"Public Sector Management","Financial System","Other","Banking prudential rules: external exposure","",NA,"","","","","",NA,"","","","","IPD82","31630","","",""
"103","banking prudential rules external exposure-IPD-c7023","391-IPD-c7023","c7023","c7023","Banking prudential rules: external exposure","IPD","C7023","C7023","Index",4.729,"Public Sector Management","Financial System","Other","Banking prudential rules: external exposure","",NA,"","","","","",NA,"","","","","IPD82","31630","","",""
"104","banking prudential rules sectoral concentration of loans-IPD-c7021","71-IPD-c7021","C7021","C7021","Banking prudential rules: sectoral concentration of loans","IPD","C7021","C7021","Index",4.241,"Public Sector Management","Financial System","Other","Banking prudential rules: sectoral concentration of loans","",NA,"","","","","",NA,"","","","","IPD83","31641","","",""
"105","banking prudential rules sectoral concentration of loans-IPD-c7021","393-IPD-c7021","c7021","c7021","Banking prudential rules: sectoral concentration of loans","IPD","C7021","C7021","Index",4.241,"Public Sector Management","Financial System","Other","Banking prudential rules: sectoral concentration of loans","",NA,"","","","","",NA,"","","","","IPD83","31641","","",""
"106","banking supervisory authority-IPD-c7030","777-IPD-c7030","C7030","C7030","Banking supervisory authority","IPD","C7030","C7030","Index",4.954,"Public Sector Management","Financial System","Other","Banking supervisory authority","",NA,"","","","","",NA,"","","","","IPD84","31651","","",""
"107","bankruptcy act-IPD-a6060","1320-IPD-a6060","A6060","A6060","Bankruptcy Act","IPD","A6060","A6060","Index",4.104,"Private Sector Interface","Regulation of entry and exit","Other","Bankruptcy Act","",NA,"","","","","",NA,"","","","","IPD85","31663","","",""
"108","bankruptcy law-IPD-a6030","1126-IPD-a6030","A6030","A6030","Bankruptcy law","IPD","A6030","A6030","Index",4.263,"Private Sector Interface","Property rights and contracts","Other","Bankruptcy law","",NA,"","","","","",NA,"","","","","IPD86","31674","","",""
"109","basic economic and financial statistics national accounts price indices foreign trade currency and credit etc-IPD-a3004","1044-IPD-a3004","A3004","A3004","Basic economic and financial statistics (national accounts, price indices, foreign trade, currency and credit, etc)","IPD","A3004","A3004","Index",4.405,"Citizen Engagement","Open Government and Transparency","Other","Basic economic and financial statistics (national accounts price indices foreign trade currency and credit etc)","",NA,"","","","","",NA,"","","","","IPD87","31685","","",""
"110","bilateral and multilateral donors-IPD-a5018","1256-IPD-a5018","A5018","A5018","Bilateral and multilateral donors","IPD","A5018","A5018","Index",5.69,"Checks and Balances","Power and influence of important actors","Other","Bilateral and multilateral donors","",NA,"","","","","",NA,"","","","","IPD88","31697","","",""
"111","by law do any economic sectors benefit from fiscal exemptions-IPD-a3130","1083-IPD-a3130","A3130","A3130","By law, do any economic sectors benefit from fiscal exemptions?","IPD","A3130","A3130","Index",4.136,"Public Sector Management","Tax and Customs","Other","By law do any economic sectors benefit from fiscal exemptions?","",NA,"","","","","",NA,"","","","","IPD89","31708","","",""
"112","capability of the customs administration to implement its customs commitments rules of origin rules of valuation for customs purposes-IPD-a3050","1218-IPD-a3050","A3050","A3050","Capability of the customs administration to implement its customs commitments (rules of origin, rules of valuation for customs purposes)","IPD","A3050","A3050","Index",4.847,"Public Sector Management","Tax and Customs","Other","Capability of the customs administration to implement its customs commitments (rules of origin rules of valuation for customs purposes)","",NA,"","","","","",NA,"","","","","IPD90","31720","","",""
"113","capability of the customs administration to take advantage of the trade advantages preferences regional agreements etc-IPD-a3051","1219-IPD-a3051","A3051","A3051","Capability of the customs administration to take advantage of the trade advantages (preferences, regional agreements, etc)","IPD","A3051","A3051","Index",4.016,"Public Sector Management","Tax and Customs","Other","Capability of the customs administration to take advantage of the trade advantages (preferences regional agreements etc)","",NA,"","","","","",NA,"","","","","IPD91","31732","","",""
"114","capacity of national public authorities hampered divisions between the state apparatus-IPD-a5081","215-IPD-a5081","A5081","A5081","Capacity of national public authorities hampered: divisions between the State apparatus","IPD","A5081","A5081","Index",4.118,"Public Sector Management","Administrative and Policymaking capacity","Other","Capacity of national public authorities hampered: divisions between the State apparatus","",NA,"","","","","",NA,"","","","","IPD92","31742","","",""
"115","capacity of national public authorities hampered divisions between the state apparatus-IPD-a5081","538-IPD-a5081","a5081","a5081","Capacity of national public authorities hampered: divisions between the State apparatus","IPD","A5081","A5081","Index",4.118,"Public Sector Management","Administrative and Policymaking capacity","Other","Capacity of national public authorities hampered: divisions between the State apparatus","",NA,"","","","","",NA,"","","","","IPD92","31742","","",""
"116","capacity of national public authorities hampered external stakeholders-IPD-a5083","536-IPD-a5083","a5083","a5083","Capacity of national public authorities hampered: external stakeholders","IPD","A5083","A5083","Index",4.175,"Public Sector Management","Administrative and Policymaking capacity","Other","Capacity of national public authorities hampered: external stakeholders","",NA,"","","","","",NA,"","","","","IPD93","31753","","",""
"117","capacity of national public authorities hampered external stakeholders-IPD-a5083","213-IPD-a5083","A5083","A5083","Capacity of national public authorities hampered: external stakeholders","IPD","A5083","A5083","Index",4.175,"Public Sector Management","Administrative and Policymaking capacity","Other","Capacity of national public authorities hampered: external stakeholders","",NA,"","","","","",NA,"","","","","IPD93","31753","","",""
"118","capacity of national public authorities hampered lack of cooperation with neighbours-IPD-a5084","212-IPD-a5084","A5084","A5084","Capacity of national public authorities hampered: lack of cooperation with neighbours","IPD","A5084","A5084","Index",4.461,"Public Sector Management","Administrative and Policymaking capacity","Other","Capacity of national public authorities hampered: lack of cooperation with neighbours","",NA,"","","","","",NA,"","","","","IPD94","31764","","",""
