"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"579","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","FIN","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",84,"80-IPU-Number.of.women.parliamentarians"
"580","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","VAT","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",0,"80-IPU-Number.of.women.parliamentarians"
"581","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",24,"80-IPU-Number.of.women.parliamentarians"
"582","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","TZA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",52,"80-IPU-Number.of.women.parliamentarians"
"583","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",0,"80-IPU-Number.of.women.parliamentarians"
"584","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","LAO","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",16,"80-IPU-Number.of.women.parliamentarians"
"585","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",35,"80-IPU-Number.of.women.parliamentarians"
"586","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","SGP","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",23,"80-IPU-Number.of.women.parliamentarians"
"587","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","NAM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",2,"80-IPU-Number.of.women.parliamentarians"
"588","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","NZL","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",70,"80-IPU-Number.of.women.parliamentarians"
"589","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",19,"80-IPU-Number.of.women.parliamentarians"
"590","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","RCA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",23,"80-IPU-Number.of.women.parliamentarians"
"591","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",33,"80-IPU-Number.of.women.parliamentarians"
"592","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",71,"80-IPU-Number.of.women.parliamentarians"
"593","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","SYC","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",152,"80-IPU-Number.of.women.parliamentarians"
"594","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","FLK","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",8,"80-IPU-Number.of.women.parliamentarians"
"595","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",13,"80-IPU-Number.of.women.parliamentarians"
"596","parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","LTU","All",2018,"Parliament Unicameral","Parliament Unicameral","Number.of.women.parliamentarians",30,"80-IPU-Number.of.women.parliamentarians"
"597","parliament unicameral-IPU-Percentage.of.women","IPU","ALB","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",27.86,"157-IPU-Percentage.of.women"
"598","parliament unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",9.09,"157-IPU-Percentage.of.women"
"599","parliament unicameral-IPU-Percentage.of.women","IPU","TZA","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",34.3,"157-IPU-Percentage.of.women"
"600","parliament unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",38.1,"157-IPU-Percentage.of.women"
"601","parliament unicameral-IPU-Percentage.of.women","IPU","FIN","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",42,"157-IPU-Percentage.of.women"
"602","parliament unicameral-IPU-Percentage.of.women","IPU","VAT","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",0,"157-IPU-Percentage.of.women"
"603","parliament unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",16,"157-IPU-Percentage.of.women"
"604","parliament unicameral-IPU-Percentage.of.women","IPU","TZA","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",12.29,"157-IPU-Percentage.of.women"
"605","parliament unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",0,"157-IPU-Percentage.of.women"
"606","parliament unicameral-IPU-Percentage.of.women","IPU","LAO","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",16,"157-IPU-Percentage.of.women"
"607","parliament unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",12.73,"157-IPU-Percentage.of.women"
"608","parliament unicameral-IPU-Percentage.of.women","IPU","SGP","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",23,"157-IPU-Percentage.of.women"
"609","parliament unicameral-IPU-Percentage.of.women","IPU","NAM","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",10.53,"157-IPU-Percentage.of.women"
"610","parliament unicameral-IPU-Percentage.of.women","IPU","NZL","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",41.42,"157-IPU-Percentage.of.women"
"611","parliament unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",23.46,"157-IPU-Percentage.of.women"
"612","parliament unicameral-IPU-Percentage.of.women","IPU","RCA","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",22.77,"157-IPU-Percentage.of.women"
"613","parliament unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",27.5,"157-IPU-Percentage.of.women"
"614","parliament unicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",20.29,"157-IPU-Percentage.of.women"
"615","parliament unicameral-IPU-Percentage.of.women","IPU","SYC","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",43.55,"157-IPU-Percentage.of.women"
"616","parliament unicameral-IPU-Percentage.of.women","IPU","FLK","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",16,"157-IPU-Percentage.of.women"
"617","parliament unicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",5.78,"157-IPU-Percentage.of.women"
"618","parliament unicameral-IPU-Percentage.of.women","IPU","LTU","All",2018,"Parliament Unicameral","Parliament Unicameral","Percentage.of.women",21.28,"157-IPU-Percentage.of.women"
"619","peoples assembly unicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"People's Assembly Unicameral","People's Assembly Unicameral","Number.of.seats",250,"69-IPU-Number.of.seats"
"620","peoples assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"People's Assembly Unicameral","People's Assembly Unicameral","Number.of.women.parliamentarians",33,"146-IPU-Number.of.women.parliamentarians"
"621","peoples assembly unicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"People's Assembly Unicameral","People's Assembly Unicameral","Percentage.of.women",13.2,"223-IPU-Percentage.of.women"
"622","peoples majlis unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"People's Majlis Unicameral","People's Majlis Unicameral","Number.of.seats",85,"49-IPU-Number.of.seats"
"623","peoples majlis unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"People's Majlis Unicameral","People's Majlis Unicameral","Number.of.women.parliamentarians",5,"126-IPU-Number.of.women.parliamentarians"
"624","peoples majlis unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"People's Majlis Unicameral","People's Majlis Unicameral","Percentage.of.women",5.88,"203-IPU-Percentage.of.women"
"625","peoples national assembly unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"People's National Assembly Unicameral","People's National Assembly Unicameral","Number.of.seats",102,"38-IPU-Number.of.seats"
"626","peoples national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"People's National Assembly Unicameral","People's National Assembly Unicameral","Number.of.women.parliamentarians",14,"115-IPU-Number.of.women.parliamentarians"
"627","peoples national assembly unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"People's National Assembly Unicameral","People's National Assembly Unicameral","Percentage.of.women",13.73,"192-IPU-Percentage.of.women"
"628","sejm bicameral-IPU-Number.of.seats","IPU","POL","All",2018,"Sejm Bicameral","Sejm Bicameral","Number.of.seats",460,"59-IPU-Number.of.seats"
"629","sejm bicameral-IPU-Number.of.women.parliamentarians","IPU","POL","All",2018,"Sejm Bicameral","Sejm Bicameral","Number.of.women.parliamentarians",129,"136-IPU-Number.of.women.parliamentarians"
"630","sejm bicameral-IPU-Percentage.of.women","IPU","POL","All",2018,"Sejm Bicameral","Sejm Bicameral","Percentage.of.women",28.04,"213-IPU-Percentage.of.women"
"631","senate bicameral-IPU-Number.of.seats","IPU","SWZ","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",30,"9-IPU-Number.of.seats"
"632","senate bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",17,"9-IPU-Number.of.seats"
"633","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",65,"9-IPU-Number.of.seats"
"634","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",68,"9-IPU-Number.of.seats"
"635","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",320,"9-IPU-Number.of.seats"
"636","senate bicameral-IPU-Number.of.seats","IPU","USA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",31,"9-IPU-Number.of.seats"
"637","senate bicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",71,"9-IPU-Number.of.seats"
"638","senate bicameral-IPU-Number.of.seats","IPU","POL","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",100,"9-IPU-Number.of.seats"
"639","senate bicameral-IPU-Number.of.seats","IPU","PAK","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",13,"9-IPU-Number.of.seats"
"640","senate bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",16,"9-IPU-Number.of.seats"
"641","senate bicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",11,"9-IPU-Number.of.seats"
"642","senate bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",21,"9-IPU-Number.of.seats"
"643","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",13,"9-IPU-Number.of.seats"
"644","senate bicameral-IPU-Number.of.seats","IPU","FRA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",348,"9-IPU-Number.of.seats"
"645","senate bicameral-IPU-Number.of.seats","IPU","UZB","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",100,"9-IPU-Number.of.seats"
"646","senate bicameral-IPU-Number.of.seats","IPU","NGA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",108,"9-IPU-Number.of.seats"
"647","senate bicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",66,"9-IPU-Number.of.seats"
"648","senate bicameral-IPU-Number.of.seats","IPU","CZE","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",108,"9-IPU-Number.of.seats"
"649","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",21,"9-IPU-Number.of.seats"
"650","senate bicameral-IPU-Number.of.seats","IPU","USA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",100,"9-IPU-Number.of.seats"
"651","senate bicameral-IPU-Number.of.seats","IPU","LBN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",32,"9-IPU-Number.of.seats"
"652","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",60,"9-IPU-Number.of.seats"
"653","senate bicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",102,"9-IPU-Number.of.seats"
"654","senate bicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",128,"9-IPU-Number.of.seats"
"655","senate bicameral-IPU-Number.of.seats","IPU","DOM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",32,"9-IPU-Number.of.seats"
"656","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",47,"9-IPU-Number.of.seats"
"657","senate bicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",100,"9-IPU-Number.of.seats"
"658","senate bicameral-IPU-Number.of.seats","IPU","PAN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",45,"9-IPU-Number.of.seats"
"659","senate bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",60,"9-IPU-Number.of.seats"
"660","senate bicameral-IPU-Number.of.seats","IPU","CAN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",94,"9-IPU-Number.of.seats"
"661","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",28,"9-IPU-Number.of.seats"
"662","senate bicameral-IPU-Number.of.seats","IPU","ZMB","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",79,"9-IPU-Number.of.seats"
"663","senate bicameral-IPU-Number.of.seats","IPU","CZE","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",80,"9-IPU-Number.of.seats"
"664","senate bicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",266,"9-IPU-Number.of.seats"
"665","senate bicameral-IPU-Number.of.seats","IPU","CAN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",43,"9-IPU-Number.of.seats"
"666","senate bicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",60,"9-IPU-Number.of.seats"
"667","senate bicameral-IPU-Number.of.seats","IPU","PAK","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",104,"9-IPU-Number.of.seats"
"668","senate bicameral-IPU-Number.of.seats","IPU","NAM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",75,"9-IPU-Number.of.seats"
"669","senate bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",102,"9-IPU-Number.of.seats"
"670","senate bicameral-IPU-Number.of.seats","IPU","ROU","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",136,"9-IPU-Number.of.seats"
"671","senate bicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",63,"9-IPU-Number.of.seats"
"672","senate bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",13,"9-IPU-Number.of.seats"
"673","senate bicameral-IPU-Number.of.seats","IPU","RWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",26,"9-IPU-Number.of.seats"
"674","senate bicameral-IPU-Number.of.seats","IPU","PNG","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",24,"9-IPU-Number.of.seats"
"675","senate bicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",43,"9-IPU-Number.of.seats"
"676","senate bicameral-IPU-Number.of.seats","IPU","EGY","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",72,"9-IPU-Number.of.seats"
"677","senate bicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",31,"9-IPU-Number.of.seats"
"678","senate bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",72,"9-IPU-Number.of.seats"
"679","senate bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",76,"9-IPU-Number.of.seats"
"680","senate bicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.seats",68,"9-IPU-Number.of.seats"
"681","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","SWZ","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",10,"86-IPU-Number.of.women.parliamentarians"
"682","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",9,"86-IPU-Number.of.women.parliamentarians"
"683","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",10,"86-IPU-Number.of.women.parliamentarians"
"684","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",21,"86-IPU-Number.of.women.parliamentarians"
"685","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",113,"86-IPU-Number.of.women.parliamentarians"
"686","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","USA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",9,"86-IPU-Number.of.women.parliamentarians"
"687","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",14,"86-IPU-Number.of.women.parliamentarians"
"688","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","POL","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",14,"86-IPU-Number.of.women.parliamentarians"
"689","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","PAK","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",2,"86-IPU-Number.of.women.parliamentarians"
"690","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",7,"86-IPU-Number.of.women.parliamentarians"
"691","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",3,"86-IPU-Number.of.women.parliamentarians"
"692","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",5,"86-IPU-Number.of.women.parliamentarians"
"693","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",2,"86-IPU-Number.of.women.parliamentarians"
"694","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FRA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",102,"86-IPU-Number.of.women.parliamentarians"
"695","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","UZB","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",17,"86-IPU-Number.of.women.parliamentarians"
"696","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","NGA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",7,"86-IPU-Number.of.women.parliamentarians"
"697","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",8,"86-IPU-Number.of.women.parliamentarians"
"698","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","CZE","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",5,"86-IPU-Number.of.women.parliamentarians"
"699","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",5,"86-IPU-Number.of.women.parliamentarians"
"700","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","USA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",22,"86-IPU-Number.of.women.parliamentarians"
"701","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","LBN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",8,"86-IPU-Number.of.women.parliamentarians"
"702","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",18,"86-IPU-Number.of.women.parliamentarians"
"703","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",31,"86-IPU-Number.of.women.parliamentarians"
"704","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",47,"86-IPU-Number.of.women.parliamentarians"
"705","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","DOM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",3,"86-IPU-Number.of.women.parliamentarians"
"706","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",5,"86-IPU-Number.of.women.parliamentarians"
"707","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",0,"86-IPU-Number.of.women.parliamentarians"
"708","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","PAN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",9,"86-IPU-Number.of.women.parliamentarians"
"709","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",30,"86-IPU-Number.of.women.parliamentarians"
"710","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","CAN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",43,"86-IPU-Number.of.women.parliamentarians"
"711","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",1,"86-IPU-Number.of.women.parliamentarians"
"712","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ZMB","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",38,"86-IPU-Number.of.women.parliamentarians"
"713","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","CZE","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",15,"86-IPU-Number.of.women.parliamentarians"
"714","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",101,"86-IPU-Number.of.women.parliamentarians"
"715","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","CAN","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",10,"86-IPU-Number.of.women.parliamentarians"
"716","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",10,"86-IPU-Number.of.women.parliamentarians"
"717","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","PAK","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",20,"86-IPU-Number.of.women.parliamentarians"
"718","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","NAM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",26,"86-IPU-Number.of.women.parliamentarians"
"719","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",18,"86-IPU-Number.of.women.parliamentarians"
"720","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ROU","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",19,"86-IPU-Number.of.women.parliamentarians"
"721","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",13,"86-IPU-Number.of.women.parliamentarians"
"722","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",2,"86-IPU-Number.of.women.parliamentarians"
"723","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","RWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",10,"86-IPU-Number.of.women.parliamentarians"
"724","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","PNG","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",6,"86-IPU-Number.of.women.parliamentarians"
"725","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",18,"86-IPU-Number.of.women.parliamentarians"
"726","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","EGY","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",11,"86-IPU-Number.of.women.parliamentarians"
"727","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",9,"86-IPU-Number.of.women.parliamentarians"
"728","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",30,"86-IPU-Number.of.women.parliamentarians"
"729","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",31,"86-IPU-Number.of.women.parliamentarians"
"730","senate bicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Number.of.women.parliamentarians",15,"86-IPU-Number.of.women.parliamentarians"
"731","senate bicameral-IPU-Percentage.of.women","IPU","SWZ","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",33.33,"163-IPU-Percentage.of.women"
