Indicator ID,Indicator Code,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5,Rank 5,Category 5 - slug,Category 5.1,Category 5.2,Category 5.3,Category 5.4,Category 5.5,Rank 6,Category 6 - slug,Category 6.1,Category 6.2,Category 6.3,Category 6.4,Category 6.5,Hidden
32681,,Ease of resolving insolvency 2017,Ease of resolving insolvency 2017,Global Innovation Index,Rank,Rank,Rank,5.065,inn.ref.gii.institution,Innovation,Reform Progress,Global Innovation Pillars,Institutions Pillar,Ease of resolving insolvency 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32680,,Ease of resolving insolvency 2017,Ease of resolving insolvency 2017,Global Innovation Index,Distance to Frontier,Distance to Frontier,Distance to Frontier,5.065,inn.ref.gii.institution,Innovation,Reform Progress,Global Innovation Pillars,Institutions Pillar,Ease of resolving insolvency 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32682,,Ease of resolving insolvency 2017,Ease of resolving insolvency 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.065,inn.ref.gii.institution,Innovation,Reform Progress,Global Innovation Pillars,Institutions Pillar,Ease of resolving insolvency 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32683,,Ease of paying taxes 2017,Ease of paying taxes 2017,Global Innovation Index,Distance to Frontier,Distance to Frontier,Distance to Frontier,5.066,inn.ref.gii.institution,Innovation,Reform Progress,Global Innovation Pillars,Institutions Pillar,Ease of paying taxes 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32685,,Ease of paying taxes 2017,Ease of paying taxes 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.066,inn.ref.gii.institution,Innovation,Reform Progress,Global Innovation Pillars,Institutions Pillar,Ease of paying taxes 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32684,,Ease of paying taxes 2017,Ease of paying taxes 2017,Global Innovation Index,Rank,Rank,Rank,5.066,inn.ref.gii.institution,Innovation,Reform Progress,Global Innovation Pillars,Institutions Pillar,Ease of paying taxes 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32686,,Human capital and research 2017,Human capital and research 2017,Global Innovation Index,Rank,Rank,Rank,5.067,inn.ref.gii,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32687,,Human capital and research 2017,Human capital and research 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.067,inn.ref.gii,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32689,,Education 2017,Education 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.068,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Education 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32688,,Education 2017,Education 2017,Global Innovation Index,Rank,Rank,Rank,5.068,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Education 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32692,,Expenditure on education 2017,Expenditure on education 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.069,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Expenditure on education 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32691,,Expenditure on education 2017,Expenditure on education 2017,Global Innovation Index,Rank,Rank,Rank,5.069,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Expenditure on education 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32690,,Expenditure on education 2017,Expenditure on education 2017,Global Innovation Index,Percent,Percent,% of GDP,5.069,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Expenditure on education 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32695,,"Government expenditure on education per pupil, secondary 2017","Government expenditure on education per pupil, secondary 2017",Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.07,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Government expenditure on education per pupil, secondary 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32694,,"Government expenditure on education per pupil, secondary 2017","Government expenditure on education per pupil, secondary 2017",Global Innovation Index,Rank,Rank,Rank,5.07,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Government expenditure on education per pupil, secondary 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32693,,"Government expenditure on education per pupil, secondary 2017","Government expenditure on education per pupil, secondary 2017",Global Innovation Index,Percent,Percent,% of GDP per capita,5.07,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Government expenditure on education per pupil, secondary 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32696,,School life expectancy 2017,School life expectancy 2017,Global Innovation Index,Value,Value,years,5.071,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,School life expectancy 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32698,,School life expectancy 2017,School life expectancy 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.071,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,School life expectancy 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32697,,School life expectancy 2017,School life expectancy 2017,Global Innovation Index,Rank,Rank,Rank,5.071,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,School life expectancy 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32699,,"Assessment in reading, mathematics, and science 2017","Assessment in reading, mathematics, and science 2017",Global Innovation Index,Value,Value,standardized scale,5.072,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Assessment in reading, mathematics, and science 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32701,,"Assessment in reading, mathematics, and science 2017","Assessment in reading, mathematics, and science 2017",Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.072,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Assessment in reading, mathematics, and science 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32700,,"Assessment in reading, mathematics, and science 2017","Assessment in reading, mathematics, and science 2017",Global Innovation Index,Rank,Rank,Rank,5.072,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Assessment in reading, mathematics, and science 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32704,,"Pupil-teacher ratio, secondary 2017","Pupil-teacher ratio, secondary 2017",Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.073,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Pupil-teacher ratio, secondary 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32702,,"Pupil-teacher ratio, secondary 2017","Pupil-teacher ratio, secondary 2017",Global Innovation Index,Ratio,Ratio,pupils in secondary school per secondary school teacher,5.073,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Pupil-teacher ratio, secondary 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32703,,"Pupil-teacher ratio, secondary 2017","Pupil-teacher ratio, secondary 2017",Global Innovation Index,Rank,Rank,Rank,5.073,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Pupil-teacher ratio, secondary 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32705,,Tertiary education 2017,Tertiary education 2017,Global Innovation Index,Rank,Rank,Rank,5.074,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary education 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32706,,Tertiary education 2017,Tertiary education 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.074,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary education 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32707,,Tertiary enrolment 2017,Tertiary enrolment 2017,Global Innovation Index,Percent,Percent,% gross,5.075,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary enrolment 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32709,,Tertiary enrolment 2017,Tertiary enrolment 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.075,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary enrolment 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32708,,Tertiary enrolment 2017,Tertiary enrolment 2017,Global Innovation Index,Rank,Rank,Rank,5.075,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary enrolment 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32712,,Graduates in science and engineering 2017,Graduates in science and engineering 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.076,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Graduates in science and engineering 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32711,,Graduates in science and engineering 2017,Graduates in science and engineering 2017,Global Innovation Index,Rank,Rank,Rank,5.076,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Graduates in science and engineering 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32710,,Graduates in science and engineering 2017,Graduates in science and engineering 2017,Global Innovation Index,Percent,Percent,% of total tertiary graduates,5.076,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Graduates in science and engineering 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32715,,Tertiary level inbound mobility 2017,Tertiary level inbound mobility 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.077,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary level inbound mobility 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32714,,Tertiary level inbound mobility 2017,Tertiary level inbound mobility 2017,Global Innovation Index,Rank,Rank,Rank,5.077,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary level inbound mobility 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32713,,Tertiary level inbound mobility 2017,Tertiary level inbound mobility 2017,Global Innovation Index,Percent,Percent,Rate,5.077,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Tertiary level inbound mobility 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32717,,Research and development (R&D) 2017,Research and development (R&D) 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.078,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Research and development (R&D) 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32716,,Research and development (R&D) 2017,Research and development (R&D) 2017,Global Innovation Index,Rank,Rank,Rank,5.078,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Research and development (R&D) 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32720,,Researchers 2017,Researchers 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.079,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Researchers 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32719,,Researchers 2017,Researchers 2017,Global Innovation Index,Rank,Rank,Rank,5.079,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Researchers 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32718,,Researchers 2017,Researchers 2017,Global Innovation Index,Value,Value,per million population,5.079,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Researchers 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32723,,Gross expenditure on R&D (GERD) 2017,Gross expenditure on R&D (GERD) 2017,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.08,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Gross expenditure on R&D (GERD) 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32722,,Gross expenditure on R&D (GERD) 2017,Gross expenditure on R&D (GERD) 2017,Global Innovation Index,Rank,Rank,Rank,5.08,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Gross expenditure on R&D (GERD) 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32721,,Gross expenditure on R&D (GERD) 2017,Gross expenditure on R&D (GERD) 2017,Global Innovation Index,Percent,Percent,% of GDP,5.08,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,Gross expenditure on R&D (GERD) 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32726,,"Global R&D companies, average expenditure top 3 2017","Global R&D companies, average expenditure top 3 2017",Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.081,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Global R&D companies, average expenditure top 3 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32724,,"Global R&D companies, average expenditure top 3 2017","Global R&D companies, average expenditure top 3 2017",Global Innovation Index,Value,Value,$US million,5.081,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Global R&D companies, average expenditure top 3 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32725,,"Global R&D companies, average expenditure top 3 2017","Global R&D companies, average expenditure top 3 2017",Global Innovation Index,Rank,Rank,Rank,5.081,inn.ref.gii.humancap,Innovation,Reform Progress,Global Innovation Pillars,Human capital and research Pillar,"Global R&D companies, average expenditure top 3 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
