overlap;Indicator_Id;Indicator_Code;Indicator_Name;Display_Name;Dataset;Value_Type_Slug;Value_Type_Descriptor;Units;Description;Rank_1;Category_11;Category_12;Category_13;Category_14;Category_15;Rank_2;Category_21;Category_22;Category_23;Category_24;Category_25;Rank_3;Category_31;Category_32;Category_33;Category_34;answer
API;DB2;DB2;Cost (% of warehouse value);Dealing with Construction Permits Cost % of warehouse value;DB;Total;Total;%;;4.048;Private Sector Interface;Property rights and contracts;;;;4.121;Private Sector Interface;Permits and Licenses;;;;4.274;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB20;DB20;Depth of credit information index;Getting Credit: Depth of credit information old methodology;DB;0-6;0-6;index;;4.017;Private Sector Interface;Property rights and contracts;;;;4.354;Private Sector Interface;Permits and Licenses;;;;4.291;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB21;DB21;Depth of credit information index;Getting Credit: Depth of credit information;DB;0-8;0-8;index;;4.212;Private Sector Interface;Property rights and contracts;;;;4.244;Private Sector Interface;Permits and Licenses;;;;4.021;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB22;DB22;Strength of legal rights index;Getting Credit: Strength of legal rights old methodology;DB;0-10;0-10;index;;4.491;Private Sector Interface;Property rights and contracts;;;;4.046;Private Sector Interface;Permits and Licenses;;;;4.134;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB23;DB23;Strength of legal rights index;Getting Credit: Strength of legal rights;DB;0-12;0-12;index;;4.072;Private Sector Interface;Property rights and contracts;;;;4.123;Private Sector Interface;Permits and Licenses;;;;4.196;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB24;DB24;DTF;Getting Credit;DB;Total;Total;DTF;;4.471;Private Sector Interface;Property rights and contracts;;;;4.001;Private Sector Interface;Permits and Licenses;;;;4.272;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB25;DB25;Rank;Getting Credit;DB;Total;Total;Rank;;4.271;Private Sector Interface;Property rights and contracts;;;;4.024;Private Sector Interface;Permits and Licenses;;;;4.326;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB26;DB26;Communication of tariffs and tariff changes;Getting Electricity: Communication of tariffs and tariff changes;DB;0-1;0-1;Value;;4.253;Private Sector Interface;Property rights and contracts;;;;4.191;Private Sector Interface;Permits and Licenses;;;;4.280;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB27;DB27;Cost (% of income per capita);Getting Electricity: Cost % of income per capita;DB;Total;Total;%;;4.085;Private Sector Interface;Property rights and contracts;;;;4.159;Private Sector Interface;Permits and Licenses;;;;4.150;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB28;DB28;Financial deterrents aimed at limiting outages;Getting Electricity: Financial deterrents aimed at limiting outages;DB;0-1;0-1;Value;;4.395;Private Sector Interface;Property rights and contracts;;;;4.319;Private Sector Interface;Permits and Licenses;;;;4.180;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB29;DB29;Mechanisms for monitoring outages;Getting Electricity: Mechanisms for monitoring outages;DB;0-1;0-1;Value;;4.199;Private Sector Interface;Property rights and contracts;;;;4.347;Private Sector Interface;Permits and Licenses;;;;4.016;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB3;DB3;Liability and insurance regimes index;Dealing with Construction Permits Liability and insurance regimes;DB;0-2;0-2;index;;4.482;Private Sector Interface;Property rights and contracts;;;;4.285;Private Sector Interface;Permits and Licenses;;;;4.015;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB30;DB30;Mechanisms for restoring service;Getting Electricity: Mechanisms for restoring service;DB;0-1;0-1;Value;;4.530;Private Sector Interface;Property rights and contracts;;;;4.201;Private Sector Interface;Permits and Licenses;;;;4.132;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB31;DB31;Price of electricity (US cents per kWh);Getting Electricity: Price of electricity;DB;Total;Total;US cents per kWh;;4.341;Private Sector Interface;Property rights and contracts;;;;4.124;Private Sector Interface;Permits and Licenses;;;;4.218;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB32;DB32;Procedures (number);Getting Electricity: Procedures;DB;Total;Total;Value;;4.362;Private Sector Interface;Property rights and contracts;;;;4.054;Private Sector Interface;Permits and Licenses;;;;4.263;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB33;DB33;Regulatory monitoring;Getting Electricity: Regulatory monitoring;DB;0-1;0-1;Value;;4.077;Private Sector Interface;Property rights and contracts;;;;4.228;Private Sector Interface;Permits and Licenses;;;;4.265;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB34;DB34;Reliability of supply and transparency of tariff index;Getting Electricity: Reliability of supply and transparency of tariff ;DB;0-8;0-8;index;;4.320;Private Sector Interface;Property rights and contracts;;;;4.111;Private Sector Interface;Permits and Licenses;;;;4.264;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB35;DB35;Time (days);Getting Electricity;DB;Total;Total;days;;4.346;Private Sector Interface;Property rights and contracts;;;;4.039;Private Sector Interface;Permits and Licenses;;;;4.367;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB36;DB36;Total duration and frequency of outages per customer a year;Getting Electricity: Total duration and frequency of outages per customer a year;DB;0-3;0-3;Value;;4.004;Private Sector Interface;Property rights and contracts;;;;4.229;Private Sector Interface;Permits and Licenses;;;;4.277;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB37;DB37;DTF;Getting Electricity;DB;Total;Total;DTF;;4.014;Private Sector Interface;Property rights and contracts;;;;4.186;Private Sector Interface;Permits and Licenses;;;;4.351;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB38;DB38;Rank;Getting Electricity;DB;Total;Total;Rank;;4.311;Private Sector Interface;Property rights and contracts;;;;4.115;Private Sector Interface;Permits and Licenses;;;;4.009;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB39;DB39;Overall DTF;Overall;DB;Total;Total;DTF;;4.286;Private Sector Interface;Property rights and contracts;;;;4.041;Private Sector Interface;Permits and Licenses;;;;4.005;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB4;DB4;Procedures (number);Dealing with Construction Permits ;DB;Total;Total;Procedures number;;4.105;Private Sector Interface;Property rights and contracts;;;;4.365;Private Sector Interface;Permits and Licenses;;;;4.001;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB40;DB40;Labor tax and contributions (% of profit);Paying Taxes: Labor tax and contributions % of profit;DB;Total;Total;%;;4.485;Private Sector Interface;Property rights and contracts;;;;4.125;Private Sector Interface;Permits and Licenses;;;;4.340;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB41;DB41;Other taxes (% of profit);Paying Taxes: Other taxes % of profit;DB;Total;Total;%;;4.257;Private Sector Interface;Property rights and contracts;;;;4.105;Private Sector Interface;Permits and Licenses;;;;4.153;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB42;DB42;Payments (number per year);Paying Taxes: Payments number per year;DB;Total;Total;Value;;4.131;Private Sector Interface;Property rights and contracts;;;;4.301;Private Sector Interface;Permits and Licenses;;;;4.034;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB43;DB43;Postfiling index;Paying Taxes: Postfiling;DB;0-100;0-100;index;;4.290;Private Sector Interface;Property rights and contracts;;;;4.296;Private Sector Interface;Permits and Licenses;;;;4.081;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB44;DB44;Profit tax (% of profit);Paying Taxes: Profit tax % of profit;DB;Total;Total;%;;4.557;Private Sector Interface;Property rights and contracts;;;;4.178;Private Sector Interface;Permits and Licenses;;;;4.019;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB45;DB45;Time (hours per year);Paying Taxes: Time hours per year;DB;Total;Total;hours;;4.329;Private Sector Interface;Property rights and contracts;;;;4.307;Private Sector Interface;Permits and Licenses;;;;4.342;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB46;DB46;Total tax rate (% of profit);Paying Taxes: Total tax rate % of profit;DB;Total;Total;%;;4.061;Private Sector Interface;Property rights and contracts;;;;4.211;Private Sector Interface;Permits and Licenses;;;;4.347;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB47;DB47;DTF;Paying Taxes;DB;Total;Total;DTF;;4.552;Private Sector Interface;Property rights and contracts;;;;4.276;Private Sector Interface;Permits and Licenses;;;;4.084;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB48;DB48;Rank;Paying Taxes;DB;Total;Total;Rank;;4.183;Private Sector Interface;Property rights and contracts;;;;4.145;Private Sector Interface;Permits and Licenses;;;;4.036;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB49;DB49;Ease of shareholder suits index;Protecting Minority Investors: Ease of shareholder suits;DB;0-10;0-10;index;;4.486;Private Sector Interface;Property rights and contracts;;;;4.193;Private Sector Interface;Permits and Licenses;;;;4.241;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB5;DB5;Professional certifications index;Dealing with Construction Permits Professional certifications;DB;0-4;0-4;index;;4.248;Private Sector Interface;Property rights and contracts;;;;4.109;Private Sector Interface;Permits and Licenses;;;;4.317;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB51;DB51;Extent of conflict of interest regulation index;Protecting Minority Investors: Extent of conflict of interest regulation ;DB;0-10;0-10;index;;4.079;Private Sector Interface;Property rights and contracts;;;;4.019;Private Sector Interface;Permits and Licenses;;;;4.028;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB52;DB52;Extent of corporate transparency index;Protecting Minority Investors: Extent of corporate transparency ;DB;0-10;0-10;index;;4.175;Private Sector Interface;Property rights and contracts;;;;4.160;Private Sector Interface;Permits and Licenses;;;;4.152;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB53;DB53;Extent of director liability index;Protecting Minority Investors: Extent of director liability ;DB;0-10;0-10;index;;4.221;Private Sector Interface;Property rights and contracts;;;;4.143;Private Sector Interface;Permits and Licenses;;;;4.234;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB54;DB54;Extent of disclosure index;Protecting Minority Investors: Extent of disclosure ;DB;0-10;0-10;index;;4.195;Private Sector Interface;Property rights and contracts;;;;4.140;Private Sector Interface;Permits and Licenses;;;;4.328;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB55;DB55;Extent of ownership and control index;Protecting Minority Investors: Extent of ownership and control ;DB;0-10;0-10;index;;4.258;Private Sector Interface;Property rights and contracts;;;;4.366;Private Sector Interface;Permits and Licenses;;;;4.042;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB56;DB56;Extent of shareholder governance index;Protecting Minority Investors: Extent of shareholder governance ;DB;0-10;0-10;index;;4.280;Private Sector Interface;Property rights and contracts;;;;4.215;Private Sector Interface;Permits and Licenses;;;;4.043;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB57;DB57;Extent of shareholder rights index;Protecting Minority Investors: Extent of shareholder rights ;DB;0-10;0-10;index;;4.170;Private Sector Interface;Property rights and contracts;;;;4.265;Private Sector Interface;Permits and Licenses;;;;4.044;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB58;DB58;Strength of investor protection index;Protecting Minority Investors: Strength of investor protection old methodology;DB;0-10;0-10;index;;4.452;Private Sector Interface;Property rights and contracts;;;;4.209;Private Sector Interface;Permits and Licenses;;;;4.053;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB59;DB59;Strength of minority investor protection index;Protecting Minority Investors: Strength of minority investor protection ;DB;0-10;0-10;index;;4.353;Private Sector Interface;Property rights and contracts;;;;4.168;Private Sector Interface;Permits and Licenses;;;;4.048;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB6;DB6;Quality control after construction index;Dealing with Construction Permits Quality control after construction;DB;0-3;0-3;index;;4.481;Private Sector Interface;Property rights and contracts;;;;4.326;Private Sector Interface;Permits and Licenses;;;;4.220;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB60;DB60;DTF;Protecting Minority Investors;DB;Total;Total;DTF;;4.024;Private Sector Interface;Property rights and contracts;;;;4.333;Private Sector Interface;Permits and Licenses;;;;4.049;Private Sector Interface;Regulation of entry and exit;;;Total
TC;DB61;DB61;Rank;Protecting Minority Investors;DB;Total;Total;Rank;;4.368;Private Sector Interface;Property rights and contracts;;;;4.202;Private Sector Interface;Permits and Licenses;;;;4.244;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB63;DB63;Cost (% of property value);Registering Property: Cost % of property value;DB;Total;Total;%;;4.531;Private Sector Interface;Property rights and contracts;;;;4.176;Private Sector Interface;Permits and Licenses;;;;4.251;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB64;DB64;Equal access to property rights index (;Registering Property: Equal access to property rights;DB; -2-0; -2-0;index;;4.029;Private Sector Interface;Property rights and contracts;;;;4.073;Private Sector Interface;Permits and Licenses;;;;4.216;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB65;DB65;Geographic coverage index –8);Registering Property: Geographic coverage;DB;0-8;0-8;index;;4.263;Private Sector Interface;Property rights and contracts;;;;4.128;Private Sector Interface;Permits and Licenses;;;;4.198;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB66;DB66;Land dispute resolution index –8);Registering Property: Land dispute resolution;DB;0-8;0-8;index;;4.097;Private Sector Interface;Property rights and contracts;;;;4.327;Private Sector Interface;Permits and Licenses;;;;4.222;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB67;DB67;Procedures (number);Registering Property: Procedures;DB;Total;Total;Value;;4.278;Private Sector Interface;Property rights and contracts;;;;4.361;Private Sector Interface;Permits and Licenses;;;;4.108;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB68;DB68;Quality of the land administration index;Registering Property: Quality of the land administration;DB;0-30;0-30;index;;4.256;Private Sector Interface;Property rights and contracts;;;;4.134;Private Sector Interface;Permits and Licenses;;;;4.320;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB69;DB69;Reliability of infrastructure index;Registering Property: Reliability of infrastructure;DB;0-8;0-8;index;;4.153;Private Sector Interface;Property rights and contracts;;;;4.050;Private Sector Interface;Permits and Licenses;;;;4.055;Private Sector Interface;Regulation of entry and exit;;;Total
GOV;DB7;DB7;Quality control before construction index;Dealing with Construction Permits Quality control before construction;DB;0-1;0-1;index;;4.289;Private Sector Interface;Property rights and contracts;;;;4.358;Private Sector Interface;Permits and Licenses;;;;4.119;Private Sector Interface;Regulation of entry and exit;;;Total
API;DB70;DB70;Time (days);Registering Property;DB;Total;Total;days;;4.549;Private Sector Interface;Property rights and contracts;;;;4.208;Private Sector Interface;Permits and Licenses;;;;4.224;Private Sector Interface;Regulation of entry and exit;;;Total
